,id_componente,codigo,nome,departamento
22836,57619,ECT2510,COGNIÇÃO ARTIFICIAL E SISTEMAS EMERGENTES,ESCOLA DE CIÊNCIAS E TECNOLOGIA
22837,57620,ECT2520,ECONOMIA AMBIENTAL,ESCOLA DE CIÊNCIAS E TECNOLOGIA
22838,57621,ECT2500,INTRODUÇÃO ÀS ENGENHARIAS,ESCOLA DE CIÊNCIAS E TECNOLOGIA
22839,57622,ECT2522,TÓPICOS ESPECIAIS EM DESENVOLVIMENTO SUSTENTÁVEL,ESCOLA DE CIÊNCIAS E TECNOLOGIA
22840,57623,ECT2302,METODOLOGIA CIENTÍFICA E TECNOLÓGICA,ESCOLA DE CIÊNCIAS E TECNOLOGIA
22841,57624,ECT2411,CIÊNCIA E TECNOLOGIA DOS MATERIAIS,ESCOLA DE CIÊNCIAS E TECNOLOGIA
22842,57625,ECT2413,MECÂNICA DOS FLUIDOS,ESCOLA DE CIÊNCIAS E TECNOLOGIA
22843,57626,ECT2412,MECÂNICA DOS SÓLIDOS,ESCOLA DE CIÊNCIAS E TECNOLOGIA
22844,57627,ECT2416,EXPRESSÃO GRÁFICA,ESCOLA DE CIÊNCIAS E TECNOLOGIA
22845,57628,ECT2414,ELETRICIDADE APLICADA,ESCOLA DE CIÊNCIAS E TECNOLOGIA
22846,57629,ECT2415,EQUAÇÕES DIFERENCIAIS,ESCOLA DE CIÊNCIAS E TECNOLOGIA
22847,57630,ECT2502,DIMENSÕES FILOSÓFICAS DA TECNOLOGIA MODERNA,ESCOLA DE CIÊNCIAS E TECNOLOGIA
22848,57631,ECT2600,INSTRUMENTAÇÃO EM FÍSICA APLICADA COM MICROCONTROLADORES,ESCOLA DE CIÊNCIAS E TECNOLOGIA
22997,57806,IMD0100,TÓPICOS ESPECIAIS EM TECNOLOGIA DA INFORMAÇÃO I,INSTITUTO METROPOLE DIGITAL
22998,57807,IMD0101,TÓPICOS ESPECIAIS EM TECNOLOGIA DA INFORMAÇÃO II,INSTITUTO METROPOLE DIGITAL
23447,58347,IMD0029,INTRODUÇÃO A COMPUTAÇÃO MÓVEL E UBÍQUA,INSTITUTO METROPOLE DIGITAL
23448,58348,IMD0030,DESENVOLVIMENTO PARA DISPOSITIVOS MÓVEIS I (ANDROID),INSTITUTO METROPOLE DIGITAL
23449,58349,IMD0031,DESIGN E USABILIDADE EM APLICAÇÕES MÓVEIS,INSTITUTO METROPOLE DIGITAL
23450,58350,IMD0032,SERVIÇOS E COMPUTAÇÃO NA NUVEM,INSTITUTO METROPOLE DIGITAL
23451,58351,IMD0033,DESENVOLVIMENTO PARA DISPOSITIVOS MÓVEIS II (ANDROID AVANÇADO),INSTITUTO METROPOLE DIGITAL
23452,58352,IMD0034,REDES MÓVEIS,INSTITUTO METROPOLE DIGITAL
23453,58353,IMD0035,DESENVOLVIMENTO PARA DISPOSITIVOS MÓVEIS III (WINDOWS PHONE),INSTITUTO METROPOLE DIGITAL
23454,58354,IMD0036,COMUNICAÇÃO SEM FIO,INSTITUTO METROPOLE DIGITAL
23455,58355,IMD0037,DESENVOLVIMENTO PARA DISPOSITIVOS MÓVEIS IV (IOS),INSTITUTO METROPOLE DIGITAL
23456,58356,IMD0038,DESENVOLVIMENTO PARA DISPOSITIVOS MÓVEIS V (HTML5 E TECNOLOGIAS HÍBRIDAS),INSTITUTO METROPOLE DIGITAL
23493,58409,IMD0039,JOGOS PARA DISPOSITIVOS MÓVEIS,INSTITUTO METROPOLE DIGITAL
23494,58410,IMD0040,TÓPICOS AVANÇADOS EM COMPUTAÇÃO MÓVEL I,INSTITUTO METROPOLE DIGITAL
23555,58477,IMD0041,TÓPICOS AVANÇADOS EM COMPUTAÇÃO MÓVEL II,INSTITUTO METROPOLE DIGITAL
24432,59594,DCA1202,PROGRAMAÇAO AVANÇADA,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
24564,59732,IMD0102,TÓPICOS ESPECIAIS EM TECNOLOGIA DA INFORMAÇÃO III,INSTITUTO METROPOLE DIGITAL
24565,59733,IMD0103,TÓPICOS ESPECIAIS EM TECNOLOGIA DA INFORMAÇÃO IV,INSTITUTO METROPOLE DIGITAL
24566,59734,IMD0104,TÓPICOS ESPECIAIS EM TECNOLOGIA DA INFORMAÇÃO V,INSTITUTO METROPOLE DIGITAL
24567,59735,IMD0105,TÓPICOS ESPECIAIS EM TECNOLOGIA DA INFORMAÇÃO VI,INSTITUTO METROPOLE DIGITAL
24568,59736,IMD0106,TÓPICOS ESPECIAIS EM TECNOLOGIA DA INFORMAÇÃO VII,INSTITUTO METROPOLE DIGITAL
24569,59737,IMD0107,TÓPICOS ESPECIAIS EM TECNOLOGIA DA INFORMAÇÃO VIII,INSTITUTO METROPOLE DIGITAL
24570,59738,IMD0108,TÓPICOS ESPECIAIS EM TECNOLOGIA DA INFORMAÇÃO IX,INSTITUTO METROPOLE DIGITAL
24571,59739,IMD0109,TÓPICOS ESPECIAIS EM TECNOLOGIA DA INFORMAÇÃO X,INSTITUTO METROPOLE DIGITAL
24623,59794,DCA0127,TOPICOS ESPECIAIS EM MICROELETRONICA,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
25474,60727,ECT2511,PRÁTICAS DE STARTUP I,ESCOLA DE CIÊNCIAS E TECNOLOGIA
25475,60728,ECT2513,GESTÃO EM TECNOLOGIAS DE RUPTURA,ESCOLA DE CIÊNCIAS E TECNOLOGIA
25476,60729,ECT2514,ANÁLISE DE DECISÃO,ESCOLA DE CIÊNCIAS E TECNOLOGIA
25477,60730,ECT2516,PRÁTICAS DE STARTUP II,ESCOLA DE CIÊNCIAS E TECNOLOGIA
25480,60733,ECT2518,MINERAÇÃO DE DADOS,ESCOLA DE CIÊNCIAS E TECNOLOGIA
25553,60878,ECT2519,DESENVOLVIMENTO DE NOVOS NEGÓCIOS E PROCESSOS PROCESSOS INVENTIVOS,ESCOLA DE CIÊNCIAS E TECNOLOGIA
25554,60879,ECT2521,PROJETOS COM MICROCONTROLADORES E MINICOMPUTADORES,ESCOLA DE CIÊNCIAS E TECNOLOGIA
25555,60880,ECT2523,PROTOTIPAGEM MECÂNICA RÁPIDA E DE CIRCUITOS,ESCOLA DE CIÊNCIAS E TECNOLOGIA
25556,60881,ECT2524,INTRODUÇÃO À OTIMIZAÇÃO,ESCOLA DE CIÊNCIAS E TECNOLOGIA
25557,60882,ECT2525,DESENVOLVIMENTO PARA DISPOSITIVOS MÓVEIS,ESCOLA DE CIÊNCIAS E TECNOLOGIA
25558,60883,ECT2526,DESENVOLVIMENTO DE SISTEMAS PARA INTERNET,ESCOLA DE CIÊNCIAS E TECNOLOGIA
25560,60885,ECT2527,BANCOS DE DADOS PARA WEB,ESCOLA DE CIÊNCIAS E TECNOLOGIA
25572,60898,DCA0128,FUNDAMENTOS DE REDES PARA AUTOMAÇÃO,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
25695,61083,IMD0250,"TÓPICOS ESPECIAIS EM INFORMÁTICA EDUCACIONAL ""A",INSTITUTO METROPOLE DIGITAL
25696,61084,IMD0251,"TÓPICOS ESPECIAIS EM INFORMÁTICA EDUCACIONAL ""B",INSTITUTO METROPOLE DIGITAL
25697,61085,IMD0252,"TÓPICOS ESPECIAIS EM INFORMÁTICA EDUCACIONAL ""C",INSTITUTO METROPOLE DIGITAL
25698,61086,IMD0253,"TÓPICOS ESPECIAIS EM INFORMÁTICA EDUCACIONAL ""D",INSTITUTO METROPOLE DIGITAL
25699,61087,IMD0254,"TÓPICOS ESPECIAIS EM INFORMÁTICA EDUCACIONAL ""E",INSTITUTO METROPOLE DIGITAL
25704,61093,IMD0255,"TÓPICOS ESPECIAIS EM INFORMÁTICA EDUCACIONAL ""F",INSTITUTO METROPOLE DIGITAL
25705,61094,IMD0256,"TÓPICOS ESPECIAIS EM INFORMÁTICA EDUCACIONAL ""G",INSTITUTO METROPOLE DIGITAL
25706,61095,IMD0240,"TÓPICOS ESPECIAIS EM SISTEMAS DE INFORMAÇÃO DE GESTÃO ""A",INSTITUTO METROPOLE DIGITAL
25707,61096,IMD0241,"TÓPICOS ESPECIAIS EM SISTEMAS DE INFORMAÇÃO DE GESTÃO ""B",INSTITUTO METROPOLE DIGITAL
25708,61097,IMD0242,"TÓPICOS ESPECIAIS EM SISTEMAS DE INFORMAÇÃO DE GESTÃO ""C",INSTITUTO METROPOLE DIGITAL
25709,61098,IMD0243,"TÓPICOS ESPECIAIS EM SISTEMAS DE INFORMAÇÃO DE GESTÃO ""D",INSTITUTO METROPOLE DIGITAL
25710,61099,IMD0244,"TÓPICOS ESPECIAIS EM SISTEMAS DE INFORMAÇÃO DE GESTÃO ""E",INSTITUTO METROPOLE DIGITAL
25711,61100,IMD0245,"TÓPICOS ESPECIAIS EM SISTEMAS DE INFORMAÇÃO DE GESTÃO ""F",INSTITUTO METROPOLE DIGITAL
25712,61101,IMD0246,"TÓPICOS ESPECIAIS EM SISTEMAS DE INFORMAÇÃO DE GESTÃO ""G",INSTITUTO METROPOLE DIGITAL
25713,61102,IMD0230,"TÓPICOS ESPECIAIS EM SISTEMAS EMBARCADOS ""A",INSTITUTO METROPOLE DIGITAL
25714,61103,IMD0231,"TÓPICOS ESPECIAIS EM SISTEMAS EMBARCADOS ""B",INSTITUTO METROPOLE DIGITAL
25715,61104,IMD0232,"TÓPICOS ESPECIAIS EM SISTEMAS EMBARCADOS ""C",INSTITUTO METROPOLE DIGITAL
25716,61105,IMD0233,"TÓPICOS ESPECIAIS EM SISTEMAS EMBARCADOS ""D",INSTITUTO METROPOLE DIGITAL
25717,61106,IMD0234,"TÓPICOS ESPECIAIS EM SISTEMAS EMBARCADOS ""E",INSTITUTO METROPOLE DIGITAL
25718,61107,IMD0235,"TÓPICOS ESPECIAIS EM SISTEMAS EMBARCADOS ""F",INSTITUTO METROPOLE DIGITAL
25719,61108,IMD0236,"TÓPICOS ESPECIAIS EM SISTEMAS EMBARCADOS ""G",INSTITUTO METROPOLE DIGITAL
25720,61109,IMD0260,"TÓPICOS ESPECIAIS EM BIOINFORMÁTICA ""A",INSTITUTO METROPOLE DIGITAL
25721,61110,IMD0261,"TÓPICOS ESPECIAIS EM BIOINFORMÁTICA ""B",INSTITUTO METROPOLE DIGITAL
25722,61111,IMD0262,"TÓPICOS ESPECIAIS EM BIOINFORMÁTICA ""C",INSTITUTO METROPOLE DIGITAL
25723,61112,IMD0263,"TÓPICOS ESPECIAIS EM BIOINFORMÁTICA ""D",INSTITUTO METROPOLE DIGITAL
25724,61113,IMD0264,"TÓPICOS ESPECIAIS EM BIOINFORMÁTICA ""E",INSTITUTO METROPOLE DIGITAL
25725,61114,IMD0265,"TÓPICOS ESPECIAIS EM BIOINFORMÁTICA ""F",INSTITUTO METROPOLE DIGITAL
25726,61115,IMD0266,"TÓPICOS ESPECIAIS EM BIOINFORMÁTICA ""G",INSTITUTO METROPOLE DIGITAL
25727,61116,IMD0270,"TÓPICOS ESPECIAIS EM REDES DE COMPUTADORES ""A",INSTITUTO METROPOLE DIGITAL
25728,61117,IMD0271,"TÓPICOS ESPECIAIS EM REDES DE COMPUTADORES ""B",INSTITUTO METROPOLE DIGITAL
25729,61118,IMD0272,"TÓPICOS ESPECIAIS EM REDES DE COMPUTADORES ""C",INSTITUTO METROPOLE DIGITAL
25730,61119,IMD0273,"TÓPICOS ESPECIAIS EM REDES DE COMPUTADORES ""D",INSTITUTO METROPOLE DIGITAL
25731,61120,IMD0274,"TÓPICOS ESPECIAIS EM REDES DE COMPUTADORES ""E",INSTITUTO METROPOLE DIGITAL
25732,61121,IMD0275,"TÓPICOS ESPECIAIS EM REDES DE COMPUTADORES ""F",INSTITUTO METROPOLE DIGITAL
25733,61122,IMD0276,"TÓPICOS ESPECIAIS EM REDES DE COMPUTADORES ""G",INSTITUTO METROPOLE DIGITAL
25738,61129,IMD0701,ADMINISTRAÇÃO DE SISTEMAS OPERACIONAIS PARA REDES,INSTITUTO METROPOLE DIGITAL
25739,61130,IMD0705,PRINCÍPIOS DE LEGISLAÇÃO APLICÁVEIS À TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DE DADOS,INSTITUTO METROPOLE DIGITAL
25740,61131,IMD1000,TREINAMENTO BÁSICO PARA COMPETIÇÕES DE PROGRAMAÇÃO,INSTITUTO METROPOLE DIGITAL
25741,61132,IMD0822,PROJETO DE INOVAÇÃO TECNOLÓGICA,INSTITUTO METROPOLE DIGITAL
25836,61230,IMD0075,DESENVOLVIMENTO DE WEB SERVICES,INSTITUTO METROPOLE DIGITAL
25940,61366,ECT2540,PROGRAMAÇÃO ORIENTADA A OBJETOS,ESCOLA DE CIÊNCIAS E TECNOLOGIA
26119,61669,DCA0016,PROGRAMAÇÃO ORIENTADOS À OBJETOS,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
26174,61734,DCA0017,ANÁLISE E PROJETO ORIENTADOS À OBJETOS,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
26175,61735,DCA0018,BANCO DE DADOS,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
26198,61758,DCA0019,DESIGN E AVALIAÇÃO DE INTERFACES DE USUÁRIO,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
26199,61759,DCA0020,PROGRAMAÇÃO WEB,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
26200,61760,DCA0021,DESENVOLVIMENTO ÁGIL,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
26201,61761,DCA0022,QUALIDADE E EVOLUÇÃO DE SOFTWARE,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
26202,61762,DCA0023,COMPUTAÇÃO MÓVEL,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
26203,61763,DCA0024,GERENCIAMENTO DE PROJETOS,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
26249,61823,DCA0025,ARQUITETURA ORIENTADA A SERVIÇOS,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
26250,61824,DCA0026,METODOLOGIA DO TRABALHO CIENTÍFICO,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
26739,62408,IMD0076,FUNDAMENTOS DE BIG DATA E BUSINESS INTELLIGENCE,INSTITUTO METROPOLE DIGITAL
26740,62409,IMD0077,FUNDAMENTOS DE BIG DATA E BUSINESS INTELLIGENCE,INSTITUTO METROPOLE DIGITAL
26741,62410,IMD0078,NUVENS COMPUTACIONAIS: INFRAESTRUTURA E SERVIÇOS,INSTITUTO METROPOLE DIGITAL
26742,62411,IMD0079,PROGRAMAÇÃO CIENTÍFICA PARA BIG DATA,INSTITUTO METROPOLE DIGITAL
26743,62412,IMD0080,ANÁLISE ESTATÍSTICA PARA BIG DATA,INSTITUTO METROPOLE DIGITAL
26744,62413,IMD0081,APRENDIZAGEM DE MÁQUINA PARA BIG DATA,INSTITUTO METROPOLE DIGITAL
26745,62414,IMD0082,MINERAÇÃO DE DADOS,INSTITUTO METROPOLE DIGITAL
26746,62415,IMD0083,COMPUTAÇÃO DE ALTO-DESEMPENHO PARA BIG DATA,INSTITUTO METROPOLE DIGITAL
26747,62416,IMD0084,TÉCNICAS DE VISUALIZAÇÃO DE BIG DATA,INSTITUTO METROPOLE DIGITAL
26748,62417,IMD0085,PLATAFORMAS COMPUTACIONAIS PARA BIG DATA,INSTITUTO METROPOLE DIGITAL
26749,62418,IMD0086,ARMAZENAMENTO DE BIG DATA,INSTITUTO METROPOLE DIGITAL
26750,62419,IMD0087,LINGUAGENS DE SCRIPT PARA BIG DATA,INSTITUTO METROPOLE DIGITAL
27132,62822,IMD0088,FUNDAMENTOS DE BIG DATA E BUSINESS INTELLIGENCE,INSTITUTO METROPOLE DIGITAL
27133,62823,IMD0089,NUVENS COMPUTACIONAIS: INFRAESTRUTURA E SERVIÇOS PARA BIG DATA,INSTITUTO METROPOLE DIGITAL
27134,62824,IMD0090,ANÁLISE ESTATÍSTICA PARA BIG DATA,INSTITUTO METROPOLE DIGITAL
27135,62825,IMD0091,TÉCNICAS DE VISUALIZAÇÃO DE BIG DATA,INSTITUTO METROPOLE DIGITAL
27136,62826,ECT2601,PRÁTICAS DE STARTUP TECNOLÓGICA 1,ESCOLA DE CIÊNCIAS E TECNOLOGIA
27137,62827,ECT2701,INTERNET DAS COISAS,ESCOLA DE CIÊNCIAS E TECNOLOGIA
27187,62877,DCA0129,INTRODUÇÃO A MICROELETRÔNICA ANALÓGICA,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
27195,62886,IMD0702,SERVIÇOS DE REDE E TRANSPORTE,INSTITUTO METROPOLE DIGITAL
27196,62887,IMD0703,SEGURANÇA DE REDES,INSTITUTO METROPOLE DIGITAL
27197,62888,IMD0704,ADMINISTRAÇÃO DE SERVIÇOS DE REDES PARA INTERNET,INSTITUTO METROPOLE DIGITAL
27529,63256,ECT2602,PRÁTICAS DE STARTUP TECNOLÓGICA 2,ESCOLA DE CIÊNCIAS E TECNOLOGIA
27531,63258,ECT2603,TÓPICOS AVANÇADOS EM NEGÓCIOS TECNOLÓGICOS 1,ESCOLA DE CIÊNCIAS E TECNOLOGIA
27532,63259,ECT2604,TÓPICOS AVANÇADOS EM NEGÓCIOS TECNOLÓGICOS 2,ESCOLA DE CIÊNCIAS E TECNOLOGIA
27533,63260,ECT2605,ARRANJOS PRODUTIVOS TECNOLÓGICOS,ESCOLA DE CIÊNCIAS E TECNOLOGIA
27535,63262,ECT2606,TEORIA PARA RESOLUÇÃO INVENTIVA DE PROBLEMAS,ESCOLA DE CIÊNCIAS E TECNOLOGIA
27591,63331,ECT2702,TÓPICOS AVANÇADOS EM INFORMÁTICA I,ESCOLA DE CIÊNCIAS E TECNOLOGIA
27593,63333,ECT2703,TÓPICOS AVANÇADOS EM INFORMÁTICA II,ESCOLA DE CIÊNCIAS E TECNOLOGIA
27812,63664,ECT2512,FUNDAMENTOS DE PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA,ESCOLA DE CIÊNCIAS E TECNOLOGIA
27813,63665,ECT2517,MODELAGEM DE RISCO,ESCOLA DE CIÊNCIAS E TECNOLOGIA
27822,63678,IMD0092,INOVAÇÃO TECNOLÓGICA: PROCESSOS E AVALIAÇÃO DE IMPACTO,INSTITUTO METROPOLE DIGITAL
27823,63679,IMD0093,ESTUDOS DA ESTRUTURA DO PODER JUDICIÁRIO E SUAS TECNOLOGIAS,INSTITUTO METROPOLE DIGITAL
27824,63680,IMD0094,BANCO DE DADOS,INSTITUTO METROPOLE DIGITAL
27825,63681,IMD0095,BUSINESS INTELLIGENCE E MINERAÇÃO DE DADOS,INSTITUTO METROPOLE DIGITAL
27826,63682,IMD0096,GESTÃO DE PROJETOS DE SOFTWARE,INSTITUTO METROPOLE DIGITAL
27827,63683,IMD0097,GESTÃO DE PROJETOS,INSTITUTO METROPOLE DIGITAL
27828,63684,IMD0098,GESTÃO DE PROJETOS,INSTITUTO METROPOLE DIGITAL
27829,63685,IMD0099,GOVERNANÇA DE TI,INSTITUTO METROPOLE DIGITAL
27830,63686,IMD0100,SEGURANÇA DA INFORMAÇÃO,INSTITUTO METROPOLE DIGITAL
27831,63687,IMD0101,REDAÇÃO DE DOCUMENTOS,INSTITUTO METROPOLE DIGITAL
27832,63688,IMD0102,ENGENHARIA DE REQUISITOS APLICADA,INSTITUTO METROPOLE DIGITAL
27833,63689,IMD0103,ARQUITETURA E PROJETO DE SOFTWARE,INSTITUTO METROPOLE DIGITAL
27834,63690,IMD0104,PROGRAMAÇÃO ORIENTADA A OBJETOS E MAPEAMENTO OBJETO-RELACIONAL,INSTITUTO METROPOLE DIGITAL
27835,63691,IMD0105,DESENVOLVIMENTO WEB 2,INSTITUTO METROPOLE DIGITAL
27836,63692,IMD0106,DESENVOLVIMENTO WEB 1,INSTITUTO METROPOLE DIGITAL
27837,63693,IMD0107,DESENVOLVIMENTO PARA DISPOSITIVOS MÓVEIS,INSTITUTO METROPOLE DIGITAL
27838,63694,IMD0108,GERENCIAMENTO DE VERSÃO DE SOFTWARE,INSTITUTO METROPOLE DIGITAL
27839,63695,IMD0109,TESTE DE SOFTWARE,INSTITUTO METROPOLE DIGITAL
27840,63696,IMD0110,DESENVOLVIMENTO WEB 1,INSTITUTO METROPOLE DIGITAL
27842,63698,IMD0111,DATACENTERS,INSTITUTO METROPOLE DIGITAL
27843,63699,IMD0112,GESTÃO DE REDES E SERVIÇOS CORPORATIVOS,INSTITUTO METROPOLE DIGITAL
27844,63700,IMD0113,INTRODUÇÃO A REDES DE COMPUTADORES,INSTITUTO METROPOLE DIGITAL
27845,63701,IMD0114,SERVIÇOS PARA A INTERNET,INSTITUTO METROPOLE DIGITAL
27846,63702,IMD0115,TELEFONIA IP E REDES SEM FIO,INSTITUTO METROPOLE DIGITAL
27847,63703,IMD0116,COMPUTAÇÃO EM NUVEM,INSTITUTO METROPOLE DIGITAL
27848,63704,IMD0117,SEGURANÇA EM REDES,INSTITUTO METROPOLE DIGITAL
27849,63705,IMD0118,ADMINISTRAÇÃO DE REDES DE COMPUTADORES,INSTITUTO METROPOLE DIGITAL
27850,63706,IMD0119,APRENDIZADO BASEADO EM PROJETO 1,INSTITUTO METROPOLE DIGITAL
27851,63707,IMD0120,APRENDIZADO BASEADO EM PROJETO 2,INSTITUTO METROPOLE DIGITAL
27852,63708,IMD0121,APRENDIZADO BASEADO EM PROJETO 3,INSTITUTO METROPOLE DIGITAL
27853,63709,IMD0122,APRENDIZADO BASEADO EM PROJETO 4,INSTITUTO METROPOLE DIGITAL
27854,63710,IMD0123,APRENDIZADO BASEADO EM PROJETO 5,INSTITUTO METROPOLE DIGITAL
27855,63711,IMD0124,APRENDIZADO BASEADO EM PROJETO 6,INSTITUTO METROPOLE DIGITAL
27856,63712,IMD0125,ADMINISTRAÇÃO DE REDES DE COMPUTADORES,INSTITUTO METROPOLE DIGITAL
28044,63932,IMD0707,TECNOLOGIAS DE COMUNICAÇÃO DE DADOS,INSTITUTO METROPOLE DIGITAL
28045,63933,IMD0708,PROGRAMAÇÃO EM HARDWARE DE REDES,INSTITUTO METROPOLE DIGITAL
28046,63934,IMD0725,DESENVOLVIMENTO DE PROJETOS DE REDES DE COMPUTADORES,INSTITUTO METROPOLE DIGITAL
28047,63935,IMD0110,TÓPICOS ESPECIAIS EM TECNOLOGIA DA INFORMAÇÃO XI,INSTITUTO METROPOLE DIGITAL
28048,63936,IMD0601,BIOESTATÍSTICA,INSTITUTO METROPOLE DIGITAL
28049,63937,IMD0709,PROJETO INTEGRADOR DE REDES I,INSTITUTO METROPOLE DIGITAL
28704,64733,IMD1068,PRÁTICAS AVANÇADAS EM CLP,INSTITUTO METROPOLE DIGITAL
29037,65101,IMD0712,GERÊNCIA DE REDES,INSTITUTO METROPOLE DIGITAL
29038,65102,IMD0801,MECÂNICAS E BALANCEAMENTO DE JOGOS,INSTITUTO METROPOLE DIGITAL
29039,65103,IMD0920,TECNOLOGIA DA INFORMAÇÃO NA SAÚDE,INSTITUTO METROPOLE DIGITAL
29040,65104,IMD0211,PROGRAMAÇÃO FUNCIONAL,INSTITUTO METROPOLE DIGITAL
29080,65159,IMD0138,ESTUDOS DA ESTRUTURA DO CONTROLE EXTERNO E SUAS TECNOLOGIAS,INSTITUTO METROPOLE DIGITAL
29685,65932,IMD0139,REALIDADE VIRTUAL E AUMENTADA,INSTITUTO METROPOLE DIGITAL
29760,66011,IMD1069,CURSO DESPERTAR - EDUCAÇÃO EMPREENDENDORA SEBRAE,INSTITUTO METROPOLE DIGITAL
30108,66436,IMD1002,ANÁLISE COMBINATÓRIA,INSTITUTO METROPOLE DIGITAL
30109,66437,IMD0121,ARQUITETURA DE COMPUTADORES,INSTITUTO METROPOLE DIGITAL
30110,66438,IMD1003,GEOMETRIA EUCLIDIANA,INSTITUTO METROPOLE DIGITAL
30111,66439,IMD0425,INFRAESTRUTURA WEB,INSTITUTO METROPOLE DIGITAL
30112,66440,IMD1004,PENSAMENTO COMPUTACIONAL,INSTITUTO METROPOLE DIGITAL
30113,66441,IMD1001,MATEMÁTICA ELEMENTAR,INSTITUTO METROPOLE DIGITAL
30115,66443,IMD0424,SEGURANÇA NO DESENVOLVIMENTO DE SOFTWARE,INSTITUTO METROPOLE DIGITAL
30116,66444,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,INSTITUTO METROPOLE DIGITAL
30138,66469,DCA0216,SISTEMAS DE CONTROLE,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
30139,66470,DCA0216.0,SISTEMAS DE CONTROLE - TEORIA,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
30140,66471,DCA0216.1,SISTEMAS DE CONTROLE - LABORATÓRIO,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
30141,66472,DCA0212,CIRCUITOS DIGITAIS,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
30142,66473,DCA0212.0,CIRCUITOS DIGITAIS - TEORIA,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
30143,66474,DCA0212.1,CIRCUITOS DIGITAIS - LABORATÓRIO,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
30144,66475,DCA0214,ESTRUTURAS DE DADOS,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
30145,66476,DCA0214.0,ESTRUTURAS DE DADOS - TEORIA,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
30146,66477,DCA0214.1,ESTRUTURAS DE DADOS - LABORATÓRIO,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
30150,66481,IMD0811,MOTORES DE JOGOS DIGITAIS,INSTITUTO METROPOLE DIGITAL
30151,66482,IMD0605,SEMINÁRIOS EM BIOINFORMÁTICA,INSTITUTO METROPOLE DIGITAL
30152,66483,DCA0130,REDES DE COMPUTADORES,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
30153,66484,DCA0131,CIÊNCIA DE DADOS,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
30154,66485,DCA0132,ENGENHARIA DE DADOS,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
30171,66502,DCA0133,APRENDIZAGEM DE MÁQUINA E MINERAÇÃO DE DADOS,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
30294,66665,IMD0606,PROJETO EM BIOINFORMÁTICA,INSTITUTO METROPOLE DIGITAL
30295,66666,IMD0111,TÓPICOS ESPECIAIS EM TECNOLOGIA DA INFORMAÇÃO XII,INSTITUTO METROPOLE DIGITAL
31369,68375,ECT2607,TECNOLOGIAS SOCIAIS,ESCOLA DE CIÊNCIAS E TECNOLOGIA
31457,68476,IMD0212,INGLÊS NÍVEL BÁSICO,INSTITUTO METROPOLE DIGITAL
31458,68477,IMD0905,CIÊNCIA DE DADOS I,INSTITUTO METROPOLE DIGITAL
31459,68478,IMD0803,JOGOS SÉRIOS E SIMULAÇÕES,INSTITUTO METROPOLE DIGITAL
31460,68479,IMD0530,"SOFTWARE LIVRE, EDUCAÇÃO E CULTURA",INSTITUTO METROPOLE DIGITAL
31462,68482,IMD0531,PRÁTICAS EDUCACIONAIS INOVADORAS COM TECNOLOGIAS DIGITAIS,INSTITUTO METROPOLE DIGITAL
