"id_turma";"codigo_turma";"id_docente_interno";"id_docente_externo";"observacao";"id_componente_curricular";"nivel_ensino";"campus_turma";"local";"ano";"periodo";"data_inicio";"data_fim";"descricao_horario";"total_solicitacoes";"capacidade_aluno";"tipo";"distancia";"data_consolidacao";"agrupadora";"id_turma_agrupadora";"qtd_aulas_lancadas";"situacao_turma";"convenio";"modalidade_participantes";
"57573244";"04";"5752924";"";"";"18799";"TÉCNICO";"";"Sala 'U'";"2016";"1";"2016-02-01";"2016-06-18";"4T123";"1";"3";"REGULAR";"f";"2016-06-22 21:40:38.193";"f";"";"57";"CONSOLIDADA";"";"Presencial";
"57573245";"01";"23477";"";"";"18716";"TÉCNICO";"";"Sala 05";"2016";"1";"2016-02-01";"2016-06-18";"4T456";"1";"3";"REGULAR";"f";"2016-06-20 21:39:15.187";"f";"";"57";"CONSOLIDADA";"";"Presencial";
"57573246";"02";"23014";"";"";"18716";"TÉCNICO";"";"Sala 04";"2016";"1";"2016-02-01";"2016-06-18";"4T456";"2";"3";"REGULAR";"f";"2016-06-23 21:38:22.194";"f";"";"57";"CONSOLIDADA";"";"Presencial";
"57573248";"04";"22889";"";"";"18716";"TÉCNICO";"";"Sala 08";"2016";"1";"2016-02-01";"2016-06-18";"4T456";"1";"3";"REGULAR";"f";"2016-06-22 20:33:47.409";"f";"";"57";"CONSOLIDADA";"";"Presencial";
"57573249";"05";"5752855";"";"";"18716";"TÉCNICO";"";"Sala 'L'";"2016";"1";"2016-02-01";"2016-06-18";"3T456";"1";"3";"REGULAR";"f";"2016-06-08 16:31:54.557";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57573250";"06";"24200";"";"";"18716";"TÉCNICO";"";"Sala 26";"2016";"1";"2016-02-01";"2016-06-18";"6T123";"3";"3";"REGULAR";"f";"2016-06-19 19:15:26.341";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57573251";"07";"3588457";"";"";"18716";"TÉCNICO";"";"Sala 'M'";"2016";"1";"2016-02-01";"2016-06-18";"5T123";"0";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57573252";"08";"21708";"";"";"18716";"TÉCNICO";"";"Sala 'S'";"2016";"1";"2016-02-01";"2016-06-18";"6T123";"2";"3";"REGULAR";"f";"2016-05-24 05:10:10.385";"f";"";"45";"CONSOLIDADA";"";"Presencial";
"57573253";"09";"21708";"";"";"18716";"TÉCNICO";"";"Sala 'S'";"2016";"1";"2016-02-01";"2016-06-18";"6T456";"0";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57573254";"10";"5752936";"";"";"18716";"TÉCNICO";"";"Sala 'E'";"2016";"1";"2016-02-01";"2016-06-18";"3T456";"1";"3";"REGULAR";"f";"2016-06-01 15:28:32.901";"f";"";"48";"CONSOLIDADA";"";"Presencial";
